Date,MMM,ABT,ABBV,ACN,ATVI,ADBE,ADP,AAP,AFL,A,AIG,APD,AKAM,ALK,ALB,ARE,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMD,AEE,AAL,AEP,AXP,AMT,AWK,AMP,ABC,AME,AMGN,APH,ADI,ANSS,AOS,AON,APA,AAPL,AMAT,APTV,ACGL,ADM,ANET,AJG,AIZ,T,ATO,ADSK,AZO,AVB,AVY,BKR,BALL,BAC,BK,BBWI,BAX,BDX,BRK-B,BBY,BIO,TECH,BIIB,BLK,BA,BKNG,BWA,BXP,BSX,BMY,AVGO,BR,BF-B,BRO,BG,CDNS,CZR,CPT,CPB,COF,CAH,KMX,CCL,CARR,CTLT,CAT,CBOE,CBRE,CDW,CE,CNC,CNP,CDAY,CF,CHRW,CRL,CHTR,CVX,CMG,CB,CHD,CI,CINF,CTAS,CSCO,C,CFG,CLX,CME,CMS,KO,CTSH,CL,CMCSA,CMA,CAG,COP,ED,STZ,CEG,COO,CPRT,GLW,CTVA,CSGP,COST,CTRA,CCI,CSX,CMI,CVS,DHR,DRI,DVA,DE,DAL,XRAY,DVN,DXCM,FANG,DLR,DFS,DISH,DG,DLTR,D,DPZ,DOV,DOW,DHI,DTE,DUK,DD,DXC,EMN,ETN,EBAY,EC,EIX,EW,EA,ELV,LLY,EMR,ENPH,ETR,EOG,EPAM,EQT,EFX,EQR,ESS,EL,ETSY,RE,EVRG,ES,EXC,EXPE,EXPD,EXR,XOM,FFIV,FDS,FICO,FAST,FRT,FDX,FIS,FITB,FRC,FSLR,FE,FISV,FLT,FMC,F,FTNT,FTV,FOXA,FOX,BEN,FCX,GRMN,IT,GEHC,GEN,GNRC,GD,GE,GIS,GM,GPC,GILD,GPN,GL,GS,HAL,HIG,HAS,HCA,PEAK,HSIC,HSY,HES,HPE,HLT,HOLX,HD,HON,HRL,HST,HWM,HPQ,HUM,HBAN,HII,IBM,ICE,IDEX,IDXX,IFF,ITW,ILMN,INCY,IR,PODD,INTC,IP,INTU,ISRG,IVZ,INVH,IPG,IQV,IRM,JNJ,JKHY,J,JBHT,SJM,JCI,JPM,JNPR,K,KDP,KEY,KEYS,KMB,KIM,KMI,KLAC,KHC,KR,LHX,LH,LRCX,LW,LVS,LDOS,LEN,LNC,LIN,LYV,LKQ,LMT,L,LOW,LYB,MTB,MRO,MPC,MKTX,MAR,MMC,MLM,MAS,MA,MTCH,MKC,MCD,MCK,MDT,MRK,META,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MRNA,MHK,MOH,TAP,MDLZ,MPWR,MNST,MCO,MS,MOS,MSI,MSCI,NDAQ,NTAP,NFLX
2022-02-07,2441100,4035200,9597800,1265100,9059700,3120500,1581900,709900,3251600,1444100,3968100,2333700,1087100,2038200,780100,1124500,864300,1114600,725200,3108700,54974000,44610000,7034600,102624000,81672500,1277200,52927500,3011400,3260800,1171600,942400,821100,1737700,816400,3596400,2159100,2443300,485000,1188100,1211300,7647000,77251200,7242200,1614000,1536400,2111600,1081400,683400,450300,73169536,871800,1313300,182700,597300,1109900,9541200,1340800,44824800,2890600,4429500,2676200,1632313,3129100,1474000,185400,1064400,832600,568500,11816900,432500,1402500,820900,7259500,17538000,1867100,534100,652200,1935100,666600,1111600,2142600,1083200,1871600,2300400,2660900,835200,41055700,7355300,708900,2402000,509700,1190900,638200,652400,2759100,2828700,1219500,3568800,1470400,228800,1359600,18422500,332400,2175300,1573500,1473200,466000,419800,14450200,20081600,3403800,3726000,1192600,1989300,17846400,3003400,3502800,19034000,788100,2424800,8420600,1759000,532100,9432500.0,176700,1794200,3539700,4646600,1603300,1863600,8314900,1098700,12304800,1267800,5450500,1641700,1235300,524100,1087300,11417500,892000,10298200,2379200,2070100,1812400,1143500,2270000,1622000,1759800,2227700,362600,696400,6214400,4058000,976700,3046600,3582600,2836300,1241800,3515900,5718400,781500,1649200,1833500,1726100,1077300,3948300,4505600,3609400,1377500,3282800,307000,7961500,1039700,2600200,380900,1341300,3146000,194900,2134900,1568100,14388000,2631600,959400,507100,34949200,341000,144600,232900,3264300,362500,1622600,2542800,6679100,,1287200,3943600,3951600,530600,871500,84610000,5925000,3591700,3219600,797800,3497900,13817400,917600,595200,,6849100,590800,1045400,5618082,3149600,18046500,558800,14361400,1919600,379400,2635600,12434900,3098000,1707500,1436700,4746000,888400,1291300,3133200,6955400,2526200,1332800,2809300,3457800,1617100,8813200,4858000,7718100,1180900,6914200,314300,3759000,1795300,3508000,438300,2237600,904500,577100,1465100,1796400,348100,27558500,2989400,1411600,1721500,6628500,4517900,2966300,697500,1209300,6065700,618900,734900,511800,493600,5065400,12572300,3328900,1922800,5469300,7508600,1410100,1888000,6103800,16589600,1084000,6537000,5049300,1353700,536800,1085900,1306400,8361700,813400,2826500,1568000,2533400,1489500,1218100,1243000,881500,2990100,2240600,963100,17712500,7263900,311800,2003300,1904400,421000,4915600,4767500,2035800,1347100,1959300,1334500,5258400,23615300,88613800,4269800,84500,6149200,5335100,11799800,28533300,584100,4429300,767000,241700,1173100,6760900,317200,3072000,838700,9129000,6761400,684600,614400,2674800,1301600,8232900
2022-02-08,2373900,3890900,7559500,2197700,9106200,3205500,1503800,564100,3520100,1515400,5242000,2899200,1146300,2328500,1128400,957800,913700,497200,997100,2871000,54284000,34256000,5491200,76040000,84902800,855300,46702500,2415300,5133900,1303800,912000,702800,2163100,1478700,8394800,2717000,3173200,339900,921300,1334500,10434400,74829200,6644100,2025900,1352500,2416200,1337300,1309800,715800,42150732,1063100,1635600,157100,750100,783100,5726900,1431900,49560500,4925900,4040400,4744300,1655785,6237800,1780800,270200,1220400,991300,971600,7356200,449400,1595100,1052900,8020000,13613900,1457000,615900,732100,1464800,1329700,2095500,1960000,1046500,1838600,3376300,3370400,1476500,41620200,7924900,1246400,2407100,649800,1563900,786700,622900,4990700,2144200,2136300,2121600,1273800,417000,1227700,11021600,801600,2247100,1760900,1613900,710100,253800,15219900,23191000,4185800,1976900,1938900,1987400,18771700,2786300,4014100,17964500,1159300,2140100,7481500,1602400,581900,7277500.0,415200,1896400,3571700,4336000,1706500,1462000,8039600,1840600,13581200,1358200,7793400,1450800,1441000,853200,2647500,14194800,1247800,9751900,1936000,3257900,1408900,1512800,2251100,2913500,2575500,1971900,325200,779400,5595500,3911300,617300,2298800,4903600,3803700,592100,2586400,3770700,893500,1795400,3798300,2264900,1314000,2615000,4809400,4026400,1140800,5698400,364400,6084800,977500,1830400,316100,1247400,3001200,278300,1562200,1911500,14755400,3880800,1217600,760100,34356300,468400,286200,196300,2015100,396900,1983100,3830200,6839200,,1263100,3492100,8846900,810600,1027000,142694300,4988000,3232500,2435600,913100,2633900,18641700,571600,1018700,,10876800,628800,1064500,6607910,2466000,38629700,477000,12044800,3110800,607100,3422300,10958100,2585300,2250300,1762200,5718100,666900,1166500,2252400,6457600,3102300,1562000,3225100,2735800,1638700,9775700,3374300,5903300,1277500,9847100,255800,4181800,3400300,3456800,396000,1807600,1140000,565200,3279700,2988500,287300,28051200,2708700,915500,2047900,6964400,4991200,3313200,1135700,1951200,6296100,1234000,1021900,370300,659000,5279900,20411400,2977600,2151500,6673400,11143500,1672400,1595500,5084300,16452300,1975200,5424900,5041000,881200,1138500,1295800,883000,8268100,1263500,2378900,1622700,1993000,1941200,1292500,1311400,753700,2572400,1946700,1130400,17873600,7949500,351700,2553000,2058100,300200,4026600,5825300,2139400,935400,2920000,1210100,5775500,17486500,94729700,5130600,163500,9317800,4993100,18315700,32421200,554200,7616400,804100,538800,1598200,6590200,420900,5139400,1075700,9249000,7347900,566500,669900,2181900,952600,6818500
2022-02-09,2143600,3434200,5989100,2430500,11355900,2542200,2078700,523500,2597400,1216900,4460100,1482800,1312900,2096600,972400,982900,1246500,970400,720800,1983400,40144000,28628000,6280400,68786000,92948900,975800,42407300,2828700,4614200,1824700,904800,656000,1506100,1311800,5075200,2608400,3207900,407500,727600,867200,7594000,71285000,7652600,1686100,1590300,3827700,2151700,1029500,836200,53029907,1203600,1441700,142200,710700,796900,7297500,2053900,33861100,3345100,4070100,2887900,1906090,3995900,1761700,242600,1214800,989700,1197800,7587700,693500,1644200,1068800,9732100,17159900,2200400,403700,668600,1358600,1832100,1194000,3076000,773100,1684300,2173400,1868500,2229200,39322700,6087400,1380600,2743700,739400,1185900,2115400,659900,2429000,2813000,2226000,1849800,2039200,272700,1396200,10140800,1082100,1783700,1619200,1112600,517000,320000,19136700,20902700,3655700,2177300,2685400,1939900,23595600,3760600,3757200,19142900,920600,1962400,6973200,1461700,554300,4393100.0,324600,2135200,3302200,2901500,1237700,2256700,8081000,2814900,11173000,1051200,15269800,2250800,1629000,808100,1630400,18904000,1505100,7304600,3724000,1794100,1563700,1437100,2169700,2354100,1423400,2219300,372000,492800,5515900,3573400,871400,2259800,2889200,2680900,565400,2809600,3448800,516700,1187400,3025500,1955800,949600,1759900,3700500,24860600,1157800,2969100,325200,7082300,923400,2114600,365500,1321000,2373000,344800,1389300,1885500,10408500,3258800,858000,442400,40106100,731100,216900,366800,3145500,440600,1729200,2817300,3807300,,1976500,2888000,4646100,1471500,2105900,87118600,6909000,2636000,8034900,1719500,2796400,26474800,410500,527700,,9658500,709900,1037700,8485600,2655200,24290800,425300,13164800,2496000,418700,2250400,10080800,1564700,945100,939700,6709700,1325100,1422900,2267500,8012200,2709300,1433400,2777500,3210500,1748300,7402300,3098300,8570300,1632300,7063300,333600,5393500,2172900,6763300,364800,2426000,1255600,856200,3234300,2468300,463200,35217300,2125600,1670700,2141900,4657800,4355700,7690100,1119600,1734100,5387500,1448100,801500,497400,527700,5720600,9131100,3127800,2692300,4168700,6496500,775200,1900400,5066900,16669200,1460800,5993700,3874000,807700,835400,1207200,1190700,6379000,1042100,2413000,1152900,1880800,1617800,1177000,1541900,485300,2115100,1347500,913700,15944400,5570300,320700,2100300,1698100,779400,2762600,5492800,2786300,1785100,2379300,1553300,7087600,15183100,86563300,4174000,112600,6628900,7302600,22386900,31284700,632600,5621600,597800,350400,1148900,5557700,363800,4356200,1059800,11054300,7368200,995700,490800,2967300,1395000,7738200
2022-02-10,3633200,5917700,7333400,2457700,9061300,4735800,2270600,1905100,4416100,1063700,4926500,1739100,1153600,2001100,795700,1664000,1062800,854800,862000,2199600,39330000,33018000,7728100,68268000,108939900,1110000,36411800,3065100,4511100,1453100,854100,840300,1359200,1373200,5035000,2932200,3462600,513100,831400,1152200,8841800,90865900,8525700,1977300,3039700,2423600,2066400,1280500,561400,58431827,940700,2050100,355500,881000,829000,7381200,1301200,47082800,6032900,4364400,3295100,1400868,7079700,2283100,255200,1172400,1316000,2082100,11695900,473200,1438600,902800,8719400,21184400,2492000,558300,818200,2943300,1453000,1385300,2993100,2085900,2090500,2865400,2334300,1200300,42465600,5086100,1179000,3538500,769300,1173900,1700600,604800,1775800,5685000,4009600,4033000,1493100,265900,1514800,11012700,367000,2613800,2014000,1358000,941500,519600,19730600,22522300,4169700,1354000,2366700,1551700,23561500,3886200,3728300,21583400,1129100,3041800,7149900,1592100,661000,2450000.0,156000,1659200,4791800,4628200,1288100,2558900,7094900,1877400,10937700,1007200,8605700,2559000,1287400,634900,1402300,13210100,2286700,9753200,4499600,2416700,1393000,2025700,1913900,1854200,2306300,3727700,548400,784100,6537200,5476300,1847800,5918200,3303300,1738000,743600,2450800,3976200,1501900,2658100,2338200,1718600,880500,2283100,4274400,5356100,1071000,3861900,528300,12760300,1745700,1953800,339400,1418200,2052800,522800,1802100,2124500,11356500,5758500,1179600,509900,28527700,915700,312900,285800,3233600,460200,2614000,2799500,5784200,,1365400,3557100,4352800,668200,1164500,76195300,5765000,3261300,6921800,1282400,4175400,29329400,1096700,572300,,6717800,645800,1102200,7062025,4477200,17017600,743300,14978000,2917800,602200,2406200,10066700,2561100,1134100,1214700,4640400,989600,1117500,2166600,9406300,2551100,1459400,4291800,3659600,2278500,10358400,2426600,8800300,921500,13317200,782200,5978600,2670100,10420600,430200,3659900,1483200,1115600,3147800,1872800,552300,32762700,2720300,1594200,2882900,5229100,4262700,10190700,1457800,1380300,10355300,999100,815600,611600,624900,4501400,16455600,4251100,5273300,6926000,8221500,1545900,2103800,7486600,15617000,1326400,6823500,4799300,1134900,2015300,1514800,1201400,6549600,865400,3330500,1770500,2497900,1365300,1704500,2301100,1162400,3053800,1397100,1451100,23382600,6398100,259400,2122100,1818300,1011900,2687400,3995000,1787300,1416600,3246600,1595400,6516700,12437600,49310400,4035900,207800,10074300,6469200,33820700,45386200,758400,5965400,755300,755900,1358300,7609200,534900,6357600,2323000,8116200,7677500,1837200,552500,2574000,1321400,8452900
2022-02-11,3632700,4803200,6475200,3091600,6971000,5027000,2678700,1001500,4311200,1321900,7241100,1691500,1474700,2248400,1009800,1298200,1162700,570200,1066900,2841600,39958000,38808000,6836800,77100000,164723200,1349800,50338900,3340500,4834900,2379600,950200,756200,1250100,1238500,3557700,3241700,5455500,437200,758300,1190400,12781100,98670700,9473100,1961000,2743300,2563600,2446800,1002300,508500,60084576,859600,1864900,182800,712200,701400,10092400,1639400,61056000,6374800,3846100,3490000,1132215,7493400,3467000,505700,1454800,1118600,1271900,11443700,594000,2309500,1901900,6616100,15613400,2728100,924100,852700,1919900,1540800,1548300,2664600,1224300,2167400,3041600,2884200,1108400,51041700,5862900,1153100,3826700,711600,1300200,1826000,809300,1676100,5032800,2828900,4717700,1541100,374200,1517200,12821200,307700,2842100,4228200,1215500,894300,390800,20132500,27226700,4407100,1688100,2591600,2154400,22781400,3480500,5658400,26312600,1254300,3182800,9580800,1671200,639200,3456800.0,202000,4189800,4232400,3194800,3512600,2349700,7746900,2920000,12043600,883600,5923100,2926800,941700,1372400,2390200,19893400,1805400,11954900,4632000,3674500,3829600,2061500,1702500,1212000,1171000,3108900,344800,888900,6042100,2912700,821300,3953500,3852700,1715800,882500,2104900,5897200,1760100,1473200,2797300,1647900,877000,2054300,3620200,3384300,1792800,4732900,950200,14352700,1580100,2174400,326900,1982000,2131400,347100,1967400,1677600,11253700,7912000,1344000,795300,42002100,629300,329000,322400,4375100,1008400,4681000,3070700,5815300,,1092700,9063000,4663200,694500,913400,94534100,5881000,5221700,4354100,1080200,2798300,23462800,788600,580800,,5650600,775100,1206200,9550496,4301500,20183800,503500,13195400,2151400,580800,3142100,12741000,2303600,1478300,1095600,5626700,1033700,872400,2809700,8804600,2798400,1379800,3308700,5323500,1764800,7356400,2930500,6820400,1254400,11462400,605900,4176200,3018400,7352400,328900,1974300,1304100,1853300,1577900,3235600,540700,37208200,2852700,1250400,2267400,5165600,4496300,5736000,1398200,1570300,13125300,762900,1273400,572100,661400,3389300,16830000,3276600,3529300,7005400,11342100,1356900,1472700,7907700,19778700,1657800,7097800,6226600,1576100,1709200,1578500,1091100,7252800,1115700,1790100,1792300,2209700,1453200,1471400,3276400,1013200,2192800,1845300,1319900,24585800,6516900,370300,2819100,2862900,873800,2425300,4345600,2316100,1322600,3592700,1175300,5859000,9342300,46156900,6416400,284400,7871500,5801600,31000000,39175600,551200,5249700,1068300,321200,1332200,8130100,1541200,4233400,1816100,9755900,9591400,1839700,470500,3304800,1408200,7558900
2022-02-14,4634400,7433900,9931900,2689900,7059100,3372100,1899600,1495100,4035800,2205300,7294400,1730500,2547200,2260200,875100,823000,550900,727500,1028300,3268800,34302000,26792000,6975300,83230000,135146400,1324600,37446600,2659100,3841300,1810100,1232400,794400,1248200,1085200,3931500,2568700,4501500,393300,945600,1237000,12322300,86185500,9529300,2442800,2310900,2637300,4198100,1209300,626400,57458290,1040000,1692500,190200,538800,582200,7327300,1262200,44791900,5335400,6392500,2384900,1157020,8129100,2315300,323700,1123600,872900,951400,6481400,451700,2697100,1234300,7963600,14939400,1929100,756200,685900,1619000,1801600,1218700,2608400,1122600,1769300,2598300,2497800,1058300,36570700,6410400,1018600,2730500,584500,1602900,1506000,1077400,1690600,3886500,1983000,5943100,855900,458000,2480000,15945000,314100,3062300,2061500,1472000,1051100,413000,21868400,24544000,4276400,1499800,2065700,1284300,23641300,3006700,5624200,24481600,1291800,2924700,7274400,1902600,563500,2155000.0,165300,3495600,5875100,5552300,2348000,1749600,8294000,2146100,14018200,1008300,7663400,3014100,894700,857100,1799900,11581600,1092600,11934400,3262800,2986200,1939300,1914000,1742300,1442400,1657000,3595100,276600,787400,4472000,3526400,1640100,5284400,1967600,2530600,774600,2206400,5714500,911500,1546900,2405100,1680500,1187300,2572000,2698400,2439200,1347400,3960500,590900,9777300,1422100,1588400,256100,1352400,1988400,314100,1729700,3978500,13118500,5326700,1165000,542600,34652800,624800,301300,221200,4276700,910000,2510300,4129000,6695700,,1051900,6496100,4162100,715000,610400,78625000,5370000,2918900,3212800,972700,2569000,17130400,855100,620200,,4556800,770900,1227500,8916785,3001300,17549800,795800,11343500,1830400,631600,2585600,9479100,3247900,1209300,1078300,5629600,1234400,1051900,2824100,9019400,4412100,1690600,3654300,3156800,1713900,6525200,2353900,9510100,749400,11140500,508300,5345300,2736200,5271800,404700,1254500,1394700,1050900,2284000,3217800,727200,28456900,3315600,1165400,1563300,5756300,3667400,4935800,1347900,1467600,8967600,704800,1276700,649800,963400,6010000,17026500,3676900,3330100,6406200,8755800,1519000,1583300,6216900,15312600,1264100,7007300,5799700,1239400,849400,1345900,604000,9440600,1700100,1902900,2026100,1774400,3392300,1415900,2799800,1007700,2025700,1956700,952400,21401000,6547200,314900,2675200,2527100,534900,1910400,3678400,2102000,1117300,2825800,1371900,7079900,9881100,38184000,7401500,202200,5067400,3802600,23499100,36359500,540500,16669500,843200,442000,1168400,7225500,747200,5872000,1508000,11110300,7984700,1652000,481800,2857800,1404000,7202200
2022-02-15,3335800,5298000,9530100,2395600,9031000,3743100,1412000,2268000,2648700,2368200,4189300,1317400,2317400,2514300,1042100,733700,675000,1449000,802500,2209800,26680000,26578000,5562900,56440000,143975900,958400,46447100,3790700,4134300,1696300,1849100,745600,1066600,777700,2474500,2545500,4909600,442000,952400,1006300,6883700,62527400,9065200,2572900,1482400,2007100,6749100,720600,551000,43586610,860300,1377900,152300,562700,448100,6366200,1126400,42397600,4486100,3196900,1702200,988100,3681400,1660100,265800,1408000,741500,550400,10448500,455100,3448400,1002700,8015000,24972100,3428400,1008700,953900,1031600,1407100,1631900,2028500,693300,1911200,2090200,2037600,1151900,31683800,4648300,1065800,2752600,551900,1674900,1010300,591200,1948400,3953100,1900900,4017500,1102200,1288000,2564500,11746800,222400,1933100,1535600,1683400,876200,438600,17678000,15487600,3479500,914600,1755400,1646900,13408700,3240800,4422000,21087800,658800,3162300,8379300,1268700,2605300,2359800.0,229200,2204200,3271600,4652900,2474500,1984600,6397500,2536400,18212500,898700,4441300,3283900,879400,859800,1590800,15528800,2334600,11265500,2981200,2331200,1494800,1681100,1701900,1721700,2075900,2428800,343500,885800,4076800,2547500,1597000,3149200,1804200,1271700,844300,2061600,3803800,1801400,1916500,3034700,1739100,878200,3409600,3251900,3053200,1182600,4001700,833100,12165600,1384800,1370800,273300,1327900,2023100,259900,2391200,2928100,10471900,5349300,1047900,601500,25075100,551100,222600,143800,2675300,472400,2617000,9586900,3765100,,1058000,3998300,5331400,591200,556900,65883300,3830000,1993300,2705800,1099200,1762700,15759100,1671700,574200,,5724200,1139800,690100,8572964,2688500,15238500,619200,10515300,3163600,511800,1846400,10817000,1500400,1345700,1094400,3229900,2165300,788200,3331100,7447100,4976700,1679200,3552500,2828500,1904800,12508800,3309800,8162700,1098600,6002200,330400,4394000,2252100,8770500,475300,1251400,958300,961500,1834300,2739800,294600,35837900,2769500,2170300,1413700,3731600,3531600,3907100,3098100,1443300,6631400,474200,780800,518600,621200,3947600,9500000,3417700,2774200,5583500,6272200,1076700,1685900,6306300,16478300,1565200,7912500,5780600,1494800,1703600,1434400,686300,8576400,1937900,1749600,2342800,1697600,3857200,1098400,2418600,631000,1843600,1369300,789100,23029500,4311500,237900,4264300,1779900,553200,2470500,5800400,1642600,1247000,2171500,934400,5325500,11425600,42685500,3297000,127600,6286700,3938900,27069700,27058300,377400,10899700,811300,452700,974100,6779000,978300,7839800,674100,6714100,6181000,2002700,382300,2357400,1249000,5392300
2022-02-16,4470000,5078100,8028900,2867500,6487300,3750500,1833900,1182700,3022300,3187500,3416800,1470600,5524300,1915900,1394800,600600,534900,1991400,795100,1796800,25022000,25610000,7224800,52704000,119109600,803300,30557500,2622900,4122600,1275700,1870200,584700,1433000,712000,2369000,3174000,5825200,497800,651800,829300,7334700,61177400,7990700,1861600,1634100,2292300,2849900,548400,462900,60662502,706400,1358000,137400,519000,499400,10323200,1153300,36664600,3657800,3162800,2879700,1102490,3974100,2288900,343100,1428400,763800,627200,5698900,507600,2770100,1182400,6510200,14253300,2293100,655300,850800,974900,1488100,1741500,1728100,658700,2240600,1761800,3045000,1553800,40609500,4210100,1260900,2253900,491700,1694800,1023100,636500,2675300,4993300,1280700,5741900,1094800,1286600,1388500,11348800,268700,1695100,1543400,1241900,1377900,453200,20388700,13067400,3221600,1011600,1762100,1671500,15484700,3161100,3825700,14852100,756500,3203500,6854400,2466800,1905500,5855300.0,271900,2395600,3177400,3283700,2648400,1770800,5537600,2050200,10911400,1291100,5623900,3642400,981100,743600,2174900,14029100,3441300,20745200,2134800,2270900,3146000,1025600,1651600,2661500,1752600,2518900,339900,697200,5613600,2716400,1581400,2955900,2646200,1444500,890700,2194000,5201800,2851100,1756000,2823700,2369300,1062700,2459000,3059800,1972500,1211700,4041100,671500,12436700,1867700,1048100,269600,983900,3141600,634800,2970700,2374500,9731500,4148900,943900,641500,21733800,447800,238700,188500,3007700,513400,2443600,6925000,3690300,,1007700,3793000,5121400,538200,702500,57442100,4955500,1897000,3140200,1261700,1744100,11736000,1618000,601500,,3744700,2699600,814100,6265499,3060600,13865500,698600,21855900,2156500,421300,2165300,13077800,1186900,1125900,1945500,4567300,2027900,756100,2442700,8063400,4808600,1260500,3594900,3085600,1722200,11836400,2682000,6762800,1017400,6522300,372300,4875600,2600300,4139100,409000,1530300,778700,769700,1498300,1769000,287100,26022900,2516100,1318400,1797200,4357500,5832200,3786100,2573700,1551600,8482400,514200,709400,676500,954700,2673200,9076500,2579900,2898200,7719100,5209000,1055300,2003400,5603300,16583700,1600200,14217200,8416000,938700,1154100,804800,704600,6073900,1768300,2037700,1192200,1805400,3250000,1349200,1776800,681400,2461300,1899800,1095800,23016400,5735100,207500,3263800,1734900,534600,2166200,3424800,2017900,1593000,2941800,1040000,7499400,9981300,45817500,3442300,138200,5413200,4103800,15573600,29982100,359600,5536000,585700,352900,926500,6103200,507300,5330600,797300,10190700,5582000,1408000,268400,2034300,1154800,5277700
2022-02-17,6207700,3688300,5486600,2148000,4949100,4021100,1600700,983900,3380600,2577800,6154900,1005000,2367500,1207000,6180600,976200,619300,956200,1001100,1801900,38950000,30968000,7751900,64032000,98179600,1055200,29950300,3155000,3051700,1721100,1407700,470400,1344000,1029300,2157000,2461200,4702700,565900,997000,1112500,6808500,69589300,11879800,1554000,1414500,1859000,2013300,579900,539800,61712434,961900,2230400,133400,455400,462400,5502400,1100500,49442400,9864700,3628000,5189300,1329630,3632400,1407900,314500,1174000,1083600,497600,6176600,330600,1855300,874900,7785500,13456500,2142400,498000,2979500,1597000,1964300,1343200,1807400,538700,3976600,2201500,3240000,1340700,25412100,4202400,1016300,4699600,599000,1500100,816600,560200,1408300,7949100,2133800,4559500,1097900,947700,2109700,10073900,383800,1863200,1309100,1222800,963400,649500,32884700,23150000,3690100,2398900,1217700,1200800,21468700,2800500,3840700,20569000,940000,2778500,6842800,1939000,1322300,3142600.0,234700,3708000,3292100,2920200,1351800,2022800,5390100,3107000,14982900,973600,4635600,3225900,1231600,710300,2570300,9463700,991600,17642700,4331600,1933200,3676800,1722000,2392500,1853300,1455900,2843300,370800,776400,3927800,3864200,1821000,2401800,1801400,1788000,751400,1324800,5659300,769300,1872400,2269000,1735700,649800,2059100,2689800,1675700,1691200,3049700,775200,10709500,1031600,1453300,186400,1036200,2542000,352600,1843700,3924300,7960000,2956400,1272700,559100,23738800,597400,211100,194500,3152700,375900,1415900,4239700,4378400,,1097400,2736300,3578500,596200,454300,55368600,3957000,5404400,4162300,1321900,1633500,12251700,1778400,535100,,3922600,1607500,1014300,4971561,3177000,13482800,903000,13338200,2332600,718400,3102400,11197900,1325800,3621500,1385000,3001700,996800,1258100,2303900,8985800,3131100,873400,3927000,3075900,1588500,11639200,1920900,7633700,530600,13662200,406600,6797000,3017100,4264500,519900,1816500,815500,752400,2953500,1578400,415000,32030600,2764500,2145400,1573500,4570300,6645000,2887300,1561100,1049500,6227600,557000,863100,416100,1082300,4139400,11367500,3274800,2630800,5994200,6181400,1258300,1566600,4913300,16203900,1821800,14990500,11145200,760500,916800,1290900,536300,6470200,1413100,2279400,1610700,2055900,2439800,6457800,1248800,575500,2482200,1297400,1517500,29767900,7034800,146600,3356300,1556800,529900,1673500,3972500,2329300,1415000,2831900,870400,5551600,8889300,38747500,3768200,161400,4426000,4860500,17943300,32461600,433000,6182300,819000,308800,1059600,7492700,457000,4696000,1299200,15620300,5765200,1037000,440200,2166600,1483200,4669200
2022-02-18,5018800,12376100,7585900,2421800,7753700,5194200,2744400,933500,4966800,3614100,5488200,2170700,1930800,2603700,3060900,785800,645800,539700,1565300,5359400,45620000,31858000,11325200,63604000,114321200,1379500,30507500,3909500,2806300,2705400,2489500,640300,1099300,777000,2795800,5478600,3921600,934000,593300,932100,8774300,82772700,8151300,1227500,1121900,4011100,2250600,745000,1474800,62595410,2331400,2792900,122000,1150300,498300,5039000,1313800,37856500,7611500,4132100,5029000,1347875,4224500,1853100,202000,1004800,1053400,494300,6973600,328600,1713500,1098600,6878300,12278900,1970800,1409900,950400,1806700,1183700,2437200,3175100,551000,6644600,3158300,2610400,1532900,29897300,4938700,1072300,4385200,651100,1222400,690300,2863400,1890500,14096300,1821800,3062100,1506600,654500,2786400,10691800,245300,1883900,2724300,1339800,743900,702200,35626200,18114800,3803800,2314200,2356600,1492200,21975000,2553000,3351800,21220400,1255500,4006100,6574800,3880200,2184300,2018700.0,260000,3542000,3436300,2670100,1594200,2154700,6765100,4020700,14074400,830300,4850700,2346200,1006300,482600,3729400,11574900,1804100,11707600,4454800,2856800,3174400,1630200,3157900,3468300,3914200,3557500,371500,649500,5078900,3498200,1840300,4505500,5488800,1995000,908000,3466600,7219600,737500,4279000,2525600,2002000,838500,2517900,2413300,2610300,894800,3315500,609200,10371100,908500,3433500,270800,1024800,3117000,265500,1927400,2208900,8963800,2206500,2598900,435500,23394800,476600,213000,228400,3379800,476100,1658500,5164300,6053200,,881300,8212600,4655200,600800,840800,106404200,4612000,3022700,3567200,1515700,3319100,15846700,1610500,435600,,8556400,885200,1609000,20040092,2942400,16615900,930500,11930700,2104900,818800,2910900,12592500,1299500,1194900,1565500,8355600,1004100,1107000,2487700,9652000,2318000,1448800,5526100,5038400,1582000,9764900,3063600,9601600,836200,10190600,553900,4609200,2332100,8638900,497300,1330300,933100,1229200,2273500,1827600,451100,76520100,3629600,2323300,1423600,3733000,7939800,3466600,1288500,1659800,6423200,597500,787500,681400,604100,4152800,11733300,3789300,2943400,6686300,7210700,1904700,1327100,6585100,16568100,1368900,14464500,4525000,2082300,774600,1248100,940600,6884300,1780700,2124700,1706100,2871400,2437600,5466300,1459900,763500,4241500,2062100,1489600,16955100,4845200,225400,2882400,1523600,437000,2174300,4083800,2839800,2235600,2813500,935300,8364700,8780500,37128400,5127000,100500,5214100,4141500,19530500,34264000,414000,5457100,712500,324600,1003400,6050500,525900,10591000,1335800,16321800,4823100,1096600,312900,4691400,1969700,6801700
